Amazon;;;;
#;Tiempo de respuesta;;;Direccion ip
1;2;3;3;172.96.165.73
2;2;2;3;31.217.251.4
3;2;2;3;206.148.25.112
4;2;2;2;223.165.7.158
5;3;3;3;198.32.118.208
6;2;2;3;150.222.68.16
7;3;3;4;150.222.68.17
8;*;*;*;*
9;*;*;*;*
10;*;*;*;*
11;*;*;*;*
12;*;*;*;*
13;*;*;*;*
14;*;*;*;*
15;*;*;*;*
16;*;*;*;*
17;*;*;*;*
18;*;*;*;*
19;*;*;*;*
20;*;*;*;*
21;*;*;*;*
22;*;*;*;*
23;*;*;*;*
24;*;*;*;*
25;*;*;*;*
26;*;*;*;*
27;*;*;*;*
28;*;*;*;*
29;*;*;*;*
30;*;*;*;*
